,Event.Id,Investigation.Type,Accident.Number,Event.Date,Location,Country,Latitude,Longitude,Airport.Code,Airport.Name,Injury.Severity,Aircraft.damage,Aircraft.Category,Registration.Number,Make,Model,Amateur.Built,Number.of.Engines,Engine.Type,FAR.Description,Schedule,Purpose.of.flight,Air.carrier,Total.Fatal.Injuries,Total.Serious.Injuries,Total.Minor.Injuries,Total.Uninjured,Weather.Condition,Broad.phase.of.flight,Report.Status,Publication.Date
69626,20110308X74123,Accident,CEN11CA216,2011-03-07,"Belle Chase, LA",United States,295157N,0090120W,65LA,Southern Seaplane Airport,Non-Fatal,Substantial,Airplane,N434JG,CESSNA,A185F,No,1.0,Reciprocating,091,,Personal,,0.0,0.0,0.0,1.0,VMC,,The pilot's failure to ensure that the landing gear was retracted for the water landing.,25-09-2020
69638,20110311X24000,Accident,WPR11CA162,2011-03-10,"Pine, AZ",United States,034936N,1114337W,,Red Creek,Non-Fatal,Substantial,Airplane,N9330C,CESSNA,180,No,1.0,Reciprocating,091,,Personal,RONALD I APFELBAUM,0.0,0.0,0.0,2.0,VMC,,"The pilot's failure to maintain directional control of the airplane during takeoff, which resulted in a runway excursion and collision with terrain.",25-09-2020
69644,20110312X31146,Accident,ERA11CA186,2011-03-11,"Kissimmee, FL",United States,281723N,0812614W,ISM,Kissimmee Gateway,Non-Fatal,Substantial,Airplane,N8033M,CESSNA,182P,No,1.0,Reciprocating,091,,Personal,BARTON DONALD W,0.0,1.0,0.0,3.0,VMC,,The pilot's failure to maintain directional control during the landing flare.,25-09-2020
69648,20110313X52310,Accident,ERA11CA187,2011-03-12,"Oxford, CT",United States,412842N,0007386W,OXC,Waterbury-Oxford Airport,Non-Fatal,Substantial,Airplane,N2838D,PIPER,PA-28-161,No,1.0,Reciprocating,091,,Instructional,,0.0,0.0,0.0,2.0,VMC,,"The student pilot's inadequate landing flare and the certified flight instructor's inadequate remedial action, resulting in a hard landing.",25-09-2020
69656,20110315X20940,Accident,ERA11WA189,2011-03-14,"Calamar, Colombia",Colombia,002340N,0072380W,,,Fatal,Substantial,Airplane,HK1084,CESSNA,182,No,1.0,,NUSN,,Unknown,Transportes Aero del Ariari,1.0,0.0,1.0,0.0,,,,03-11-2020
69660,20110316X11524,Accident,ANC11CA016,2011-03-15,"Anchorage, AK",United States,611229N,1495024W,PAMR,Merrill Field,Non-Fatal,Substantial,Airplane,N81074,CESSNA,140,No,1.0,Reciprocating,091,,Personal,Lewis M Hiatt,0.0,0.0,0.0,1.0,VMC,,"The pilot's failure to maintain directional control while landing, resulting in a ground loop.",25-09-2020
69661,20110316X42841,Accident,ERA11LA190,2011-03-15,"Alachua, FL",United States,295417N,0823054W,,,Non-Fatal,Substantial,Airplane,N430ML,CESSNA,182P,No,1.0,Reciprocating,091,,Personal,ARMSTRONG EQUIPMENT LEASING CO,0.0,0.0,0.0,1.0,VMC,,A loss of engine power due to the failure of the camshaft gear teeth and crankshaft gear teeth for undetermined reasons.,25-09-2020
69663,20110319X92612,Accident,ERA11CA192,2011-03-15,"Vero Beach, FL",United States,273912N,0080244W,VRB,Vero Beach Municipal,Non-Fatal,Substantial,Airplane,N9212E,PIPER,PA28,No,1.0,Reciprocating,091,,Instructional,FlightSafety International,0.0,0.0,0.0,1.0,VMC,,The student pilot's failure to maintain directional control during the landing rollout.,25-09-2020
69681,20110320X12948,Accident,ERA11LA196,2011-03-19,"Ocean Springs, MS",United States,302313N,0088457W,5R2,Ocean Springs,Non-Fatal,Substantial,Airplane,N7330J,PIPER,PA-28-140,No,1.0,Reciprocating,091,,Personal,O P Harbour LLC,0.0,3.0,1.0,0.0,VMC,,The airplane's overweight condition due to the pilot's improper weight and balance calculation that resulted in the airplane's inability to maintain altitude.,25-09-2020
69686,20110322X85332,Accident,ANC11CA018,2011-03-19,"Aniak, AK",United States,613454N,1593235W,PANI,Aniak,Non-Fatal,Substantial,Airplane,N5182H,CESSNA,A185F,No,1.0,Reciprocating,091,,Personal,VANDERPOOL ROBERT W,0.0,0.0,0.0,2.0,VMC,,"The inadvertent contact with a rut in the snow while taxiing, resulting in the collapse of the right main landing gear.",25-09-2020
69698,20110321X93124,Accident,WPR11LA175,2011-03-21,"Spanish Fork, UT",United States,040840N,1113956W,U77,Spanish Fork,Non-Fatal,Substantial,Airplane,N739DG,CESSNA,172N,No,1.0,Reciprocating,091,,Instructional,Amehigh LLC,0.0,0.0,1.0,0.0,VMC,,"The student pilot's inadequate compensation for the gusting wind, which resulted in a loss of airplane control during landing. Contributing to the accident was the pilot's decision to depart with a high gusting wind.",25-09-2020
69701,20110323X21446,Accident,ERA11CA205,2011-03-23,"Statesville, NC",United States,355320N,0804825W,00,Allison Private Airstrip,Non-Fatal,Substantial,Airplane,N32SF,CESSNA,172M,No,1.0,Reciprocating,091,,Instructional,COMPASS 21 INC,0.0,2.0,0.0,0.0,VMC,,"The certified flight instructor's inadequate remedial action during the go-around, which resulted in a collision with trees.",25-09-2020
69708,20110325X14309,Accident,ERA11GA207,2011-03-24,"Ashland, ME",United States,463056N,0006982W,NONE,,Fatal,Substantial,Airplane,N724MT,CESSNA,A185F,No,1.0,Reciprocating,PUBU,,Public Aircraft - State,DEPARTMENT OF INLAND FISHERIES AND WILDLIFE,1.0,0.0,0.0,0.0,IMC,,"An inadvertent encounter with localized instrument meteorological conditions, which resulted in spatial disorientation and a loss of control.",25-09-2020
69713,20110326X12130,Accident,ERA11CA212,2011-03-25,"St. Petersburg, FL",United States,274554N,0823737W,SPG,Albert Whitted Airport,Non-Fatal,Substantial,Airplane,N201ZZ,MOONEY,M20J,No,1.0,Reciprocating,091,,Personal,,0.0,0.0,0.0,1.0,VMC,,The pilotï¿½s failure to maintain directional control during a crosswind landing.,25-09-2020
69719,20110328X44029,Accident,CEN11CA248,2011-03-26,"Graham, TX",United States,033638N,0983317W,KRPH,Graham Muncipal Airport,Non-Fatal,Substantial,Airplane,N9961E,CESSNA,172N,No,1.0,Reciprocating,091,,Personal,,0.0,0.0,0.0,2.0,VMC,,The pilot's failure to maintain directional control during landing.,25-09-2020
69724,20110328X35947,Accident,ANC11CA021,2011-03-27,"Chicken Lake, AK",United States,613819N,0015060W,,,Non-Fatal,Substantial,Airplane,N91117,PIPER,PA-18-150,No,1.0,Reciprocating,091,,Personal,EBERLE TERRENCE F,0.0,0.0,0.0,1.0,VMC,,The pilot's failure to maintain adequate clearance from terrain.,25-09-2020
69736,20110331X15055,Accident,CEN11CA255,2011-03-31,"Humnoke, AR",United States,343229N,0914525W,,,Non-Fatal,Substantial,Airplane,N52605,CESSNA,182P,No,1.0,Reciprocating,091,,Personal,SCHROEDER BRIAN K,0.0,0.0,0.0,3.0,VMC,,"The pilot's improper fuel management, which resulted in a loss of engine power due to fuel exhaustion.",25-09-2020
69737,20110401X02237,Accident,WPR11CA177,2011-03-31,"Republic, WA",United States,048435N,1183923W,R49,Ferry,Non-Fatal,Substantial,Airplane,N7302A,CESSNA,172,No,1.0,Reciprocating,091,,Personal,Robert W Lievense,0.0,0.0,0.0,1.0,VMC,,The pilotï¿½s failure to maintain directional control during the landing roll.,25-09-2020
69739,20110406X74506,Accident,CEN11CA271,2011-03-31,"Appleton, WI",United States,441529N,0088318W,ATW,Outagamie County Regional Arpt,Non-Fatal,Substantial,Airplane,N73836,CESSNA,172N,No,1.0,Reciprocating,091,,Instructional,Tailwind Flight Academy,0.0,0.0,0.0,1.0,VMC,,The student pilot's failure to maintain directional control of the airplane during takeoff.,25-09-2020
69741,20110401X24330,Accident,DCA11MA039,2011-04-01,"Yuma, AZ",United States,323924N,1143621W,NYL,Yuma International Airport,Non-Fatal,Substantial,Airplane,N632SW,BOEING,737,No,2.0,Turbo Fan,121,SCHD,,SOUTHWEST AIRLINES CO,0.0,2.0,0.0,120.0,VMC,,"the improper installation of the fuselage crown skin panel at the S-4L lap joint during the manufacturing process, which resulted in multiple site damage fatigue cracking and eventual failure of the lower skin panel. Contributing to the injuries was flight attendant A's incorrect assessment of his time of useful consciousness, which led to his failure to follow procedures requiring immediate donning of an oxygen mask when cabin pressure is lost.",25-09-2020
69750,20110407X02204,Accident,ERA11LA230,2011-04-01,"Vega Baja, PR",United States,018286N,0066267W,,Camp Tortuguero (Abandoned),Non-Fatal,Substantial,Airplane,N98FR,CESSNA,172P,No,1.0,Reciprocating,091,,Personal,Isla Grande Flying School,0.0,0.0,0.0,3.0,VMC,,The failure of the No. 2 cylinder exhaust valve resulting in a loss of engine power.,25-09-2020
69764,20110403X54041,Accident,CEN11CA261,2011-04-03,"Colorado Springs, CO",United States,384821N,0104423W,KCOS,Colorado Springs Municipal,Non-Fatal,Substantial,Airplane,N3484E,CESSNA,172N,No,1.0,Reciprocating,091,,Personal,PEAK AVIATION CENTER INC,0.0,0.0,0.0,2.0,VMC,,The pilot loss of directional control during landing in gusty crosswind conditions.,25-09-2020
69777,20110407X81606,Accident,WPR11CA191,2011-04-06,"Snohomish, WA",United States,475417N,0012269W,S43,Harvey Field Airport,Non-Fatal,Substantial,Airplane,N492SF,CESSNA,172N,No,1.0,Reciprocating,091,,Personal,R. Desselle,0.0,0.0,0.0,1.0,VMC,,The pilot's failure to maintain clearance from a hangar while taxiing.,25-09-2020
69781,20110408X02309,Accident,CEN11FA274,2011-04-07,"Monaville, TX",United States,029573N,0096220W,,,Non-Fatal,Substantial,Airplane,N24192,BEECH,A36,No,1.0,Reciprocating,091,,Personal,,0.0,1.0,0.0,1.0,VMC,,A total loss of engine power for undetermined reasons.,25-09-2020
69786,20110411X31443,Accident,WPR11CA194,2011-04-08,"Othello, WA",United States,464741N,0119447W,S70,Othello Municipal Airport,Non-Fatal,Substantial,Airplane,N423ES,CESSNA,172R,No,1.0,Reciprocating,091,,Personal,Kennewick Aircraft Services Inc.,0.0,0.0,0.0,1.0,VMC,,The pilot's failure to maintain directional during the landing roll.,25-09-2020
69792,20110411X51647,Accident,CEN11CA278,2011-04-09,"Stow, OH",United States,004195N,0812454W,IG3,Kent State University Airport,Non-Fatal,Substantial,Airplane,N95469,CESSNA,152,No,1.0,Reciprocating,091,,Instructional,KENT STATE UNIVERSITY,0.0,0.0,0.0,1.0,VMC,,The student pilot's improper recovery from a bounced landing.,25-09-2020
69801,20110411X84520,Accident,CEN11CA276,2011-04-10,"Troy, MI",United States,423234N,0831040W,VLL,Oakland/Troy Airport,Non-Fatal,Substantial,Airplane,N1410S,CESSNA,182P,No,1.0,Reciprocating,091,,Personal,RINEHART THOMAS M,0.0,0.0,0.0,1.0,VMC,,The pilot's inadequate compensation for wind conditions and subsequent loss of control.,25-09-2020
69804,20110412X90637,Accident,ERA11CA236,2011-04-10,"Millville, NJ",United States,039222N,0075420W,MIV,Millville Municipal Airport,Non-Fatal,Substantial,Airplane,N6338F,CESSNA,172N,No,1.0,Reciprocating,091,,Personal,PARAMUS FLYING CLUB INC,0.0,0.0,0.0,3.0,VMC,,The pilotï¿½s improper recovery from a bounced landing which resulted in a loss of aircraft control during the go-around.,25-09-2020
69812,20110412X11935,Accident,ERA11CA241,2011-04-12,"Ft Pierce, FL",United States,272950N,0802221W,KFPR,St. Lucie County Airport,Non-Fatal,Substantial,Airplane,N702GR,CESSNA,172,No,1.0,Reciprocating,091,,Instructional,Dolphin Leasing,0.0,0.0,0.0,1.0,VMC,,The student pilot's inadequate flare which resulted in a hard landing.,25-09-2020
69819,20110414X30015,Accident,ERA11CA244,2011-04-13,"Saint Petersburg, FL",United States,274554N,0823737W,SPG,Albert Whitted Airport,Non-Fatal,Substantial,Airplane,N2468Z,CESSNA,172S,No,1.0,Reciprocating,091,,Instructional,Bay Air Flying Service,0.0,0.0,0.0,1.0,VMC,,The failure of the student pilot to maintain directional control during a touch-and-go landing.,25-09-2020
69825,20110414X40226,Accident,ERA11CA243,2011-04-14,"Latrobe, PA",United States,401629N,0792424W,,,Non-Fatal,Substantial,Airplane,N5325L,PIPER,PA-28-180,No,1.0,Reciprocating,091,,Instructional,,0.0,0.0,0.0,2.0,VMC,,Maintenance personnelï¿½s failure to properly secure the throttle cable to the fuel servo.,25-09-2020
69836,20110416X94723,Accident,WPR11LA201,2011-04-16,"Payson, AZ",United States,341535N,1112128W,PAN,Payson,Non-Fatal,Substantial,Airplane,N1835U,CESSNA,172S,No,1.0,Reciprocating,091,,Instructional,Westwind School of Aeronautics,0.0,0.0,0.0,2.0,VMC,,"The pilot's decision to conduct a touch-and-go arrival during his first flight to a high elevation airport, which resulted in an improper mixture adjustment and a partial loss of engine power for the takeoff and attempted climbout.",25-09-2020
69838,20110418X54845,Accident,CEN11CA293,2011-04-16,"Greenville, TX",United States,331422N,0096423W,,Private Airstrip,Non-Fatal,Substantial,Airplane,N6933A,CESSNA,172,No,1.0,Reciprocating,091,,Personal,,0.0,0.0,0.0,2.0,VMC,,"The pilot's delayed action in performing a go-around maneuver, which resulted in an impact with trees.",25-09-2020
69843,20110606X62332,Accident,CEN11CA376,2011-04-17,"San Angelo, TX",United States,031659N,1002352W,,,Non-Fatal,Substantial,Airplane,N2120J,PIPER,PA-28-161,No,1.0,Reciprocating,091,,Personal,,0.0,0.0,0.0,1.0,VMC,,"The pilot's improper fuel management, which resulted in a loss of engine power due to fuel starvation.",25-09-2020
69849,20110421X15553,Accident,WPR11CA204,2011-04-21,"Palm Springs, CA",United States,334948N,1163024W,PSP,Palm Springs Internat'l Airpor,Non-Fatal,Substantial,Airplane,N62145,CESSNA,172P,No,1.0,Reciprocating,091,,Personal,PRO-AIR AVIATION LLC,0.0,0.0,0.0,1.0,VMC,,The pilot's failure to maintain aircraft control after landing with a crosswind.,25-09-2020
69857,20110425X11248,Accident,ERA11LA264,2011-04-22,"Meriden, CT",United States,413031N,0724946W,MMK,Meriden Markham Municipal Airp,Non-Fatal,Substantial,Airplane,N2838D,PIPER,PA-28-161,No,1.0,Reciprocating,091,,Instructional,PERSAUD MUNIDAT,0.0,0.0,0.0,1.0,VMC,,"Maintenance personnel's inadequate inspection of the main landing gear, which resulted in a failure of the right main landing gearï¿½s inboard torque link lug due to a fatigue fracture. Contributing to the accident was owner's lack of compliance with a factory service bulletin addressing landing gear inspections.",25-09-2020
69858,20110423X04721,Accident,ERA11CA259,2011-04-23,"Lake Wales, FL",United States,027578N,0081363W,X25,Chalet Suzanne Air Strip,Non-Fatal,Substantial,Airplane,N57WV,PIPER,PA-28-180,No,1.0,Reciprocating,091,,Personal,LYCETT JAMES T,0.0,0.0,0.0,3.0,VMC,,The pilotï¿½s failure to maintain directional control during the landing roll.,25-09-2020
69875,20110428X00205,Accident,CEN11LA308,2011-04-25,"Streetman, TX",United States,315213N,0961914W,,Private,Non-Fatal,Substantial,Airplane,N6492J,PIPER,PA-28-180,No,1.0,Reciprocating,091,,Personal,FAIRHAVEN LLC,0.0,3.0,0.0,0.0,VMC,,"The airplaneï¿½s inability to establish a climb for undetermined reasons, which resulted in a collision with trees.",25-09-2020
69879,20110427X85049,Accident,WPR11LA211,2011-04-27,"Mesa, AZ",United States,332723N,1114325W,FFZ,Falcon Field Airport,Non-Fatal,Substantial,Airplane,N4072F,CESSNA,172,No,1.0,Reciprocating,091,,Personal,,0.0,0.0,0.0,1.0,VMC,,The student pilot's inadequate directional control during the landing roll.,25-09-2020
69881,20110428X31638,Accident,WPR11CA212,2011-04-27,"Chandler, AZ",United States,033165N,1114824W,CHD,Chandler Municipal Airport,Non-Fatal,Substantial,Airplane,N9683P,PIPER,PA-18-150,No,1.0,Reciprocating,091,,Personal,Chandler Air Services Inc.,0.0,0.0,0.0,1.0,VMC,,The pilotï¿½s failure to maintain directional control during the landing roll.,25-09-2020
69883,20110418X50349,Accident,CEN11CA291,2011-04-28,"Hot Springs, AR",United States,342841N,0093546W,Hot,Memorial Field,Non-Fatal,Substantial,Airplane,N2530S,CESSNA,A185F,No,1.0,Reciprocating,091,,Personal,TEN SOUTH SKYWAGON LLC,0.0,0.0,0.0,4.0,VMC,,The pilotï¿½s improper recovery from a bounced landing.,25-09-2020
69885,20110511X93312,Accident,CEN11CA331,2011-04-28,"Fort Worth, TX",United States,323355N,0971829W,FWS,Fort Worth Spinks,Non-Fatal,Substantial,Airplane,N411ES,CESSNA,172R,No,1.0,Reciprocating,091,,Instructional,AIRLINE TRANSPORT PROFESSIONALS,0.0,1.0,0.0,1.0,VMC,,The student pilot's improper recovery from the bounced landing and the flight instructor's delayed remedial action.,25-09-2020
69890,20110501X30633,Accident,ERA11CA273,2011-04-30,"Suchez, GA",United States,344153N,0084046W,GA87,High Valley Airpark,Non-Fatal,Substantial,Airplane,N12839,CESSNA,172M,No,1.0,Reciprocating,091,,Personal,Roy D. Harris,0.0,0.0,0.0,2.0,VMC,,The failure of the pilot to initiate a go-around and his excessive airspeed on the final landing approach.,25-09-2020
69891,20110501X61049,Accident,ERA11CA271,2011-04-30,"Millbrook, NY",United States,041420N,0734450W,44N,Sky Acres Airport,Non-Fatal,Substantial,Airplane,N984D,PIPER,PA-28-181,No,1.0,Reciprocating,091,,Personal,William G. Faulkner,0.0,0.0,0.0,2.0,VMC,,"The student pilotï¿½s failure to maintain directional control during landing and the pilotï¿½s inadequate remedial action, which resulted in a runway excursion.",25-09-2020
69907,20110504X80159,Accident,ERA11CA277,2011-05-03,"Ocean City, NJ",United States,391529N,0743616W,26N,Ocean City Municipal,Non-Fatal,Substantial,Airplane,N6389E,CESSNA,A185F,No,1.0,Reciprocating,091,,Personal,PLUMBO VICTOR GASTON,0.0,0.0,0.0,1.0,VMC,,The pilot's failure to maintain directional control during the takeoff roll.,25-09-2020
69909,20110505X62208,Accident,ERA11CA283,2011-05-03,"Fort Pierce, FL",United States,272930N,0802213W,FPR,St. Lucie County International,Non-Fatal,Substantial,Airplane,N5460K,CESSNA,172P,No,1.0,Reciprocating,091,,Instructional,EUROPEAN FLIGHT TRAINING,0.0,0.0,0.0,1.0,VMC,,"The student pilot's improper flare, which resulted in a hard landing.",25-09-2020
69910,20110506X12640,Accident,ERA11CA284,2011-05-03,"Stuart, FL",United States,271054N,0801316W,SUA,Witham Field Airport,Non-Fatal,Substantial,Airplane,N88EP,CESSNA,172P,No,1.0,Reciprocating,091,,Instructional,ARI BEN AVIATOR INC,0.0,0.0,0.0,1.0,VMC,,"The student pilot's improper landing flare, which resulted in a hard landing.",25-09-2020
69915,20110506X63435,Accident,ERA11CA286,2011-05-04,"Hollywood, FL",United States,002604N,0801426W,HWO,North Perry Airport,Non-Fatal,Substantial,Airplane,N2434T,CESSNA,172R,No,1.0,Reciprocating,091,,Instructional,NS AVIATION TRAINING & RENTAL INC,0.0,0.0,0.0,1.0,VMC,,The student pilot's failure to maintain directional control of the airplane during a touch-and-go landing.,25-09-2020
69922,20110510X84704,Accident,DCA11FA052,2011-05-06,"Greenville, MS",United States,033289N,0090591W,GLH,Mid Delta Regional Airport,Non-Fatal,Substantial,Airplane,N12221,BOEING,737,No,2.0,,121,NSCH,Positioning,CONTINENTAL AIRLINES INC,0.0,0.0,0.0,2.0,,,"The failure of a utility pipe beneath the ramp surface, which caused a localized void in the soil and resulting reduction in the load bearing capability of the ramp.",25-09-2020
69924,20110506X63335,Accident,ERA11LA289,2011-05-07,"Ocilla, GA",United States,313527N,0831422W,,Private Strip,Non-Fatal,Substantial,Airplane,N7317W,PIPER,PA-28-180,No,1.0,Reciprocating,091,,Personal,John W. Hudson,0.0,4.0,0.0,0.0,VMC,,"The pilot did not maintain adequate airspeed during takeoff, which resulted in an aerodynamic stall.",25-09-2020
69927,20110509X62134,Accident,CEN11LA328,2011-05-07,"Fredenberg Township, MN",United States,047115N,0921349W,,,Non-Fatal,Substantial,Airplane,N195T,Piper,PA-18,No,1.0,Reciprocating,091,,Personal,,0.0,0.0,0.0,2.0,VMC,,The pilot's inadequate directional control during a crosswind landing.,25-09-2020
